"c_p","direccion","localidad","municipio","id_provincia","ideess","horario"
"02001","CALLE FEDERICO GARCIA LORCA, 1","ALBACETE","Albacete","02",13933,"L-D: 24H"
"02005","AVENIDA MENÉNDEZ PIDAL, 58","ALBACETE","Albacete","02",4369,"L-D: 24H"
"02006","CARRETERA JAEN KM. 2","ALBACETE","Albacete","02",5245,"L-D: 24H"
"02006","CR N-301, 244","ALBACETE","Albacete","02",5208,"L-D: 24H"
"02004","CARRETERA N-322 KM. 349","ALBACETE","Albacete","02",11048,"L-D: 24H"
"02099","CTRA.AGUASNUEVAS KM 0,25","SALOBRAL (EL)","Albacete","02",8915,"L-D: 24H"
"02007","AVENIDA PRIMERA, S/N","ALBACETE","Albacete","02",13369,"L-D: 24H"
"02007","CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N","ALBACETE","Albacete","02",14612,"L-D: 24H"
"02007","AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67","ALBACETE","Albacete","02",13930,"L-D: 24H"
"02007","POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69","ALBACETE","Albacete","02",12801,"L-D: 24H"
"02007","POLIGONO CAMPOLLANO C/.F, 13","ALBACETE","Albacete","02",10129,"L-D: 24H"
"02007","AVENIDA 3ª ESQUINA C/ F Nº3, 3","ALBACETE","Albacete","02",12763,"L-D: 24H"
"02080","AUTOVIA A-30 KM. 239,4","ALBACETE","Albacete","02",5174,"L-D: 24H"
"02640","AVENIDA CIRCUNVALACION, 17","ALMANSA","Almansa","02",11931,"L-D: 24H"
"02640","CALLE INFANTE DON JUAN MANUEL, 4","ALMANSA","Almansa","02",14256,"L-D: 24H"
"02640","CARRETERA N-430 BADAJOZ A VALENCIA KM. 594","ALMANSA","Almansa","02",14129,"L-D: 24H"
"02690","BONETE, S/Nº","ALPERA","Alpera","02",9035,"L-D: 24H"
"02639","CAMINO DE LOS GONZALOS SN","BARRAX","Barrax","02",9254,"L-D: 24H"
"02200","AVDA. DEL VINO, 10","CASAS-IBAÑEZ","Casas-Ibáñez","02",10953,"L-D: 24H"
"02660","CARRETERA D-12 ESTACION KM. 32","CAUDETE","Caudete","02",14203,"L-D: 24H"
"02660","CARRETERA D12 ESTACION KM. 1","CAUDETE","Caudete","02",15047,"L-D: 24H"
"02660","CARRETERA N-344 KM. 114,500","CAUDETE","Caudete","02",12471,"L-D: 24H"
"02247","CALLE VIRGEN DE LAS NIEVES, 17","CENIZATE","Cenizate","02",12074,"L-D: 24H"
"02651","LA HIGUERA, 000","FUENTE-ALAMO","Fuente-Álamo","02",10621,"L-D: 24H"
"02400","CARRETERA TORREUCHEA KM. 1","HELLIN","Hellín","02",11181,"L-D: 24H"
"02400","CARRETERA N 301-A KM. S/N","HELLIN","Hellín","02",14148,"L-D: 24H"
"02400","AVENIDA LIBERTAD, 111","HELLIN","Hellín","02",14611,"L-D: 24H"
"02400","POLIGONO SAN RAFAEL 3ª FASE, SN","HELLIN","Hellín","02",11142,"L-D: 24H"
"02694","BALTASAR GONZALEZ SAEZ, 34 - 36","HIGUERUELA","Higueruela","02",8895,"L-D: 24H"
"02230","AVENIDA DE LEVANTE 27","MADRIGUERAS","Madrigueras","02",9252,"L-D: 24H"
"02240","CAMINO HORTIGOSA, S/N","MAHORA","Mahora","02",9250,"L-D: 24H"
"02620","CARRETERA MADRID-CARTAGENA KM. S/N","MINAYA","Minaya","02",9219,"L-D: 24H"
"02612","CALLE COOPERATIVAS, 4","MUNERA","Munera","02",12231,"L-D: 24H"
"02652","CAMINO DE HELLIN S/N","ONTUR","Ontur","02",11340,"L-D: 24H"
"02120","AVENIDA GUARDIA CIVIL, S/N","PEÑAS DE SAN PEDRO","Peñas de San Pedro","02",14417,"L-D: 24H"
"02692","CARRETERA FUENTEALAMO KM. 36","PETROLA","Pétrola","02",4791,"L-D: 24H"
"02154","POLIGONO PARAJE RECIAL, 2","POZO-LORENTE","Pozo-Lorente","02",12334,"L-D: 24H"
"02630","CR NACIONAL 301 km 210,300","RODA (LA)","Roda (La)","02",9414,"L-D: 24H"
"02630","POLIGONO AVENIDA PRIMERA, 17","RODA (LA)","Roda (La)","02",14811,"L-D: 24H"
"02630","ALFREDO ATIENZA, 149-151","RODA (LA)","Roda (La)","02",8958,"L-D: 24H"
"02630","CARRETERA AB101 KM. 0,2","RODA (LA)","Roda (La)","02",13480,"L-D: 24H"
"02100","CARRETERA VILLAGARCIA KM. 0,1","TARAZONA DE LA MANCHA","Tarazona de la Mancha","02",11402,"L-D: 24H"
"02100","AVENIDA ALBACETE, 35","TARAZONA DE LA MANCHA","Tarazona de la Mancha","02",12953,"L-D: 24H"
"02500","AVENIDA GUARDIA CIVIL, 233","TOBARRA","Tobarra","02",5219,"L-D: 24H"
"02150","SANTA CRUZ 16","VALDEGANGA","Valdeganga","02",8900,"L-D: 24H"
"02636","CALLE DEL VINO, 10","VILLALGORDO DEL JUCAR","Villalgordo del Júcar","02",12702,"L-D: 24H"
"02270","CALLE VALENCIA, 41","VILLAMALEA","Villamalea","02",10053,"L-D: 24H"
"02600","AUTOVIA A-43 KM. 129","VILLARROBLEDO","Villarrobledo","02",11797,"L-D: 24H"
"02600","CALLE GENERAL MARTI, 2","VILLARROBLEDO","Villarrobledo","02",14804,"L-D: 24H"
"02600","CARRETERA MUNERA KM. 0,500","VILLARROBLEDO","Villarrobledo","02",14539,"L-D: 24H"
"03698","AUTOPISTA AP 7 KM. 696","AGOST","Agost","03",11305,"L-D: 24H"
"03698","AUTOPISTA AP 7 KM. 696","AGOST","Agost","03",11306,"L-D: 24H"
"03340","CALLE POLIGONO INDUSTRIAL MOS DEL BOU, CALLE EL ESPARTO, 5","ALBATERA","Albatera","03",14191,"L-D: 24H"
"03340","CARRETERA CATRAL-ALBATERA KM. 4,2","ALBATERA","Albatera","03",3692,"L-D: 24H"
"03340","CARRETERA N-340 KM. 696,7","ALBATERA","Albatera","03",3588,"L-D: 24H"
"03340","N-340 km 696,7","ALBATERA","Albatera","03",3589,"L-D: 24H"
"03728","POLIGONO PLAZA MOSQUERA, 6","ALCALALI","Alcalalí","03",14852,"L-D: 24H"
"03801","CALLE ALICANTE, 62","ALCOY/ALCOI","Alcoy/Alcoi","03",13370,"L-D: 24H"
"03800","CALLE VALENCIA ESQ C/SANT JOAN BOSCO, 1","ALCOY/ALCOI","Alcoy/Alcoi","03",14200,"L-D: 24H"
"03800","Alicante, 1 - P.I. Beniata","ALCOY/ALCOI","Alcoy/Alcoi","03",3713,"L-D: 24H"
"03580","AVENIDA ALBIR, 90","ALFAS DEL PI (L')","Alfàs del Pi (l')","03",15006,"L-D: 24H"
"03580","AVENIDA PAIS VALENCIÁ, 47","ALFAS DEL PI (L')","Alfàs del Pi (l')","03",15099,"L-D: 24H"
"03013","AVENIDA DENIA, 80","ALICANTE/ALACANT","Alicante/Alacant","03",10940,"L-D: 24H"
"03013","AVENIDA DENIA, 75","ALICANTE/ALACANT","Alicante/Alacant","03",10941,"L-D: 24H"
"03009","AVENIDA DE LA UNIVERSIDAD, SN","ALICANTE/ALACANT","Alicante/Alacant","03",3690,"L-D: 24H"
"03009","AVENIDA UNIVERSIDAD, S/N","ALICANTE/ALACANT","Alicante/Alacant","03",8379,"L-D: 24H"
"03009","CALLE JATIVA, S/N","ALICANTE/ALACANT","Alicante/Alacant","03",12649,"L-D: 24H"
"03015","AVENIDA ANTONIO RAMOS CARRATALA, 56","ALICANTE/ALACANT","Alicante/Alacant","03",13283,"L-D: 24H"
"03540","AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7)","ALICANTE/ALACANT","Alicante/Alacant","03",3417,"L-D: 24H"
"03016","AVENIDA DENIA, 60","ALICANTE/ALACANT","Alicante/Alacant","03",3580,"L-D: 24H"
"03016","CALLE ANTONIO RAMOS CARRATALÁ, 26","ALICANTE/ALACANT","Alicante/Alacant","03",15170,"L-D: 24H"
"03112","CALLE MUSICO JOSE TORREGROSA, 33","ALICANTE/ALACANT","Alicante/Alacant","03",13568,"L-D: 24H"
"03011","AVENIDA NOVELDA, 216","ALICANTE/ALACANT","Alicante/Alacant","03",13585,"L-D: 24H"
"03011","AVENIDA NOVELDA, 204","ALICANTE/ALACANT","Alicante/Alacant","03",13572,"L-D: 24H"
"03006","CALLE OCAÑA, 16","ALICANTE/ALACANT","Alicante/Alacant","03",13593,"L-D: 24H"
"03008","CALLE ARTES GRAFICAS, 89","ALICANTE/ALACANT","Alicante/Alacant","03",3731,"L-D: 24H"
"03008","AVENIDA ELCHE, 150","ALICANTE/ALACANT","Alicante/Alacant","03",13584,"L-D: 24H"
"03008","AVENIDA ELCHE (N-332 P.K. 102), 16","ALICANTE/ALACANT","Alicante/Alacant","03",3412,"L-D: 24H"
"03007","CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N","ALICANTE/ALACANT","Alicante/Alacant","03",12961,"L-D: 24H"
"03007","CARRETERA OCAÑA KM. 7","ALICANTE/ALACANT","Alicante/Alacant","03",12485,"L-D: 24H"
"03114","POLIGONO ZONA INDUSTRIAL A, POLIGONO B, S/N","BACAROT (EL)","Alicante/Alacant","03",3446,"L-D: 24H"
"03699","CARRETERA CV 820 KM. 1,4","MORALET","Alicante/Alacant","03",1893,"L-D: 24H"
"03160","CALLE PARTIDA DE LA ERA ALTA, 57","ALMORADI","Almoradí","03",14211,"L-D: 24H"
"03160","CALLE REINO UNIDO, 1","ALMORADI","Almoradí","03",14626,"L-D: 24H"
"03590","CALLE CUESTA DE LAS NARICES, 11","ALTEA","Altea","03",14551,"L-D: 24H"
"03680","AVENIDA TRES DE AGOSTO, 20","ASPE","Aspe","03",14449,"L-D: 24H"
"03680","AVENIDA AVENIDA DE ORIHUELA, 101","ASPE","Aspe","03",14237,"L-D: 24H"
"03680","CARRETERA NOVELDA KM. 8","ASPE","Aspe","03",12853,"L-D: 24H"
"03460","CALLE DR. SILVESTRE,","BENEIXAMA","Beneixama","03",1907,"L-D: 24H"
"03501","AVENIDA VILLAJOYOSA LA, 34","BENIDORM","Benidorm","03",3716,"L-D: 24H"
"03501","AVENIDA COMUNIDAD VALENCIANA, 18","BENIDORM","Benidorm","03",3632,"L-D: 24H"
"03501","CARRETERA CV-70 KM. 47","BENIDORM","Benidorm","03",11766,"L-D: 24H"
"03503","AVENIDA COMUNIDAD VALENCIANA- CAMÍ DEL PALASIET, 2","BENIDORM","Benidorm","03",15012,"L-D: 24H"
"03502","AVENIDA JAIME I, 23","BENIDORM","Benidorm","03",1896,"L-D: 24H"
"03178","CALLE ALCALDE FRANCISCO GONZALEZ FERNANDEZ, 32","BENIJOFAR","Benijófar","03",14628,"L-D: 24H"
"03720","AVINGUDA EUROPA, 34","BENISSA","Benissa","03",13381,"L-D: 24H"
"03720","AVENIDA EUROPA, 12","BENISSA","Benissa","03",14904,"L-D: 24H"
"03720","CARRETERA MORAIRA-CALPE KM. 3","BENISSA","Benissa","03",13780,"L-D: 24H"
"03380","CALLE DEL PROGRESO, 24","BIGASTRO","Bigastro","03",13879,"L-D: 24H"
"03111","CALLE EL PI, 1","BUSOT","Busot","03",13006,"L-D: 24H"
"03710","AVENIDA DIPUTACION, 35","CALPE","Calpe/Calp","03",13667,"L-D: 24H"
"03710","AVINGUDA VALL DE LAGUART, 5","CALPE","Calpe/Calp","03",13958,"L-D: 24H"
"03710","PARTIDA ESTACION II, 6","CALPE","Calpe/Calp","03",3639,"L-D: 24H"
"03710","PARTIDA ESTACION II, 6","CALPE","Calpe/Calp","03",9245,"L-D: 24H"
"03710","CALLE L ESPORT, 2","CALPE","Calpe/Calp","03",3512,"L-D: 24H"
"03710","AVENIDA AV DIPUTACION S/N,","CALPE","Calpe/Calp","03",1960,"L-D: 24H"
"03560","C/ SAN RAMON, 109","CAMPELLO (EL)","Campello (el)","03",9651,"L-D: 24H"
"03560","CALLE SAN RAMON, 125","CAMPELLO (EL)","Campello (el)","03",14520,"L-D: 24H"
"03409","CALLE BIAR, 1","CAÑADA","Cañada","03",12171,"L-D: 24H"
"03420","CALLE SAN VICENTE DEL RASPEIG, 4","CASTALLA","Castalla","03",14136,"L-D: 24H"
"03158","CARRETERA CATRAL- CALLOSA DEL SEGURA KM. 5,3","CATRAL","Catral","03",10306,"L-D: 24H"
"03820","AVENIDA ALTET L', 3","COCENTAINA","Cocentaina","03",13901,"L-D: 24H"
"03820","AVENIDA ALACANT, 64","COCENTAINA","Cocentaina","03",15089,"L-D: 24H"
"03820","AVENIDA AVDA. L'ALTET Nº 2, 2","COCENTAINA","Cocentaina","03",11117,"L-D: 24H"
"03820","AVENIDA AVENIDA DE ALICANTE, 104","COCENTAINA","Cocentaina","03",3714,"L-D: 24H"
"03330","CR CV-875 ,P.K. 10,5","CREVILLENT","Crevillent","03",3478,"L-D: 24H"
"03330","AUTOVIA A-37 KM. 728","CREVILLENT","Crevillent","03",3701,"L-D: 24H"
"03330","P. DE ELCHE, Nº 29-31","CREVILLENT","Crevillent","03",8346,"L-D: 24H"
"03330","CR N-340, 707,0","CREVILLENT","Crevillent","03",3686,"L-D: 24H"
"03330","AUTOVIA A7 KM. 526","CREVILLENT","Crevillent","03",14864,"L-D: 24H"
"03330","PASEO DE ELCHE, 7","SAN FELIPE NERI","Crevillent","03",15041,"L-D: 24H"
"03700","CAMINO SANTA LLÚCIA, 1","DENIA","Dénia","03",13558,"L-D: 24H"
"03700","PARTIDA MADRIGUERES SUD, 25","DENIA","Dénia","03",13231,"L-D: 24H"
"03700","CALLE AVENIDA VALENCIA, 44","DENIA","Dénia","03",3541,"L-D: 24H"
"03700","PARTIDA MADRIGUERES SUD, 61","DENIA","Dénia","03",12469,"L-D: 24H"
"03203","CALLE ALICANTE-ALTET, 122","ELCHE/ELX","Elche/Elx","03",14714,"L-D: 24H"
"03291","PARTIDA ALTABIX.POL. 1 NO 203 (AV DEL BIMILENARIO S/N)","ELCHE/ELX","Elche/Elx","03",3615,"L-D: 24H"
"03205","CARRETERA ALICANTE - MURCIA KM. 53","ELCHE/ELX","Elche/Elx","03",11118,"L-D: 24H"
"03205","CARRETERA N-340A KM. 716,3","ELCHE/ELX","Elche/Elx","03",3709,"L-D: 24H"
"03205","CALLE PANAMA, 5","ELCHE/ELX","Elche/Elx","03",13648,"L-D: 24H"
"03205","CALLE ECUADOR, 8","ELCHE/ELX","Elche/Elx","03",13600,"L-D: 24H"
"03206","CALLE SENIJA, 2","ELCHE/ELX","Elche/Elx","03",14469,"L-D: 24H"
"03206","RONDA VALL D'UIXO, 52","ELCHE/ELX","Elche/Elx","03",13586,"L-D: 24H"
"03206","CALLE ALMANSA, 19","ELCHE/ELX","Elche/Elx","03",14094,"L-D: 24H"
"03320","Autovía del Mediterráneo (A-7) a Murcia","TORRELLANO","Elche/Elx","03",8305,"L-D: 24H"
"03320","AVENIDA ILLICE, 22","TORRELLANO","Elche/Elx","03",9649,"L-D: 24H"
"03320","Autovía del Mediterráneo (A-7) a Valencia","TORRELLANO","Elche/Elx","03",8304,"L-D: 24H"
"03195","AVENIDA CARTAGENA DE, 59","ALTET (EL)","Elche/Elx","03",3552,"L-D: 24H"
"03600","AVENIDA MEDITERRANEO, 16","ELDA","Elda","03",9117,"L-D: 24H"
"03600","CALLE MEDICO FEDERICO MARTINEZ PEREZ, 1","ELDA","Elda","03",13445,"L-D: 24H"
"03600","POLIGONO CL ITALIA, ESQUINA CL IRLANDA PARC., 32","ELDA","Elda","03",10299,"L-D: 24H"
"03509","AVENIDA PICASSO, 41","FINESTRAT","Finestrat","03",13032,"L-D: 24H"
"03509","AVENIDA MIGUEL HERNÁNDEZ, 11","FINESTRAT","Finestrat","03",15028,"L-D: 24H"
"03509","CARRETERA NUEVA FINESTRATA LA CALA KM. 5","FINESTRAT","Finestrat","03",1951,"L-D: 24H"
"03509","AVENIDA PICASSO, 3","FINESTRAT","Finestrat","03",12061,"L-D: 24H"
"03179","CALLE ACEQUIA DEL RIO, 37","FORMENTERA DEL SEGURA","Formentera del Segura","03",3644,"L-D: 24H"
"03348","AVENIDA JUAN CARLOS I, S/N","GRANJA DE ROCAMORA","Granja de Rocamora","03",1942,"L-D: 24H"
"03140","CALLE FORNERS, 27","GUARDAMAR DEL SEGURA","Guardamar del Segura","03",14711,"L-D: 24H"
"03440","CALLE CARMEN MARIN GAITE, 10","IBI","Ibi","03",15018,"L-D: 24H"
"03310","CARRETERA JACARILLA-BENEJUZAR KM. 2,5","JACARILLA","Jacarilla","03",10026,"L-D: 24H"
"03730","CALLE BRUSELAS, 4","JÁVEA/XÀBIA","Jávea/Xàbia","03",12760,"L-D: 24H"
"03730","AVENIDA DEL TRENC D'ALBA, 47","JÁVEA/XÀBIA","Jávea/Xàbia","03",15039,"L-D: 24H"
"03730","AVENIDA PALMELA, 47","JÁVEA/XÀBIA","Jávea/Xàbia","03",14713,"L-D: 24H"
"03670","AUTOVIA A-31 KM. 216","MONFORTE DEL CID","Monforte del Cid","03",3607,"L-D: 24H"
"03670","AUTOVIA A-31 KM. 220","MONFORTE DEL CID","Monforte del Cid","03",3425,"L-D: 24H"
"03670","AUTOVIA A-31 KM. 220","MONFORTE DEL CID","Monforte del Cid","03",3424,"L-D: 24H"
"03187","CR CV-945  LO BLANC, 1,3 (A-340 km 1,36)","MONTESINOS (LOS)","Montesinos (Los)","03",3460,"L-D: 24H"
"03830","CALLE DEL TRANSPORT, 25","MURO DEL ALCOY","Muro de Alcoy","03",14427,"L-D: 24H"
"03830","AVENIDA PAIS VALENCIÀ, 40","MURO DEL ALCOY","Muro de Alcoy","03",14518,"L-D: 24H"
"03110","PARTIDA SAN PERET, 26","MUTXAMEL","Mutxamel","03",11920,"L-D: 24H"
"03660","AVENIDA JESUS NAVARRO JOVER, 13","NOVELDA","Novelda","03",13530,"L-D: 24H"
"03530","AVENIDA MARINA BAIXA, 112","NUCIA (LA)","Nucia (la)","03",14163,"L-D: 24H"
"03760","CALLE ELS POBLETS, 10","ONDARA","Ondara","03",12384,"L-D: 24H"
"03430","CALLE P.I. LA MARJAL - C/ GREGAL, S/N","ONIL","Onil","03",12170,"L-D: 24H"
"03430","CALLE POL LA MARJAL C/LLEBEIG, 21","ONIL","Onil","03",11842,"L-D: 24H"
"03300","CARRETERA AV-4141 KM. 0,9","ORIHUELA","Orihuela","03",9433,"L-D: 24H"
"03300","CALLE VIEJO DE CALLOSA, 36","ORIHUELA","Orihuela","03",14954,"L-D: 24H"
"03315","CARRETERA NACIONAL 332 KM. 53,5","ORIHUELA","Orihuela","03",12024,"L-D: 24H"
"03189","CALLE SANTA ALODIA, 4","ORIHUELA - COSTA (NUCLEO)","Orihuela","03",15142,"L-D: 24H"
"03189","AVENIDA TIRO DE PICHON, 2","ORIHUELA - COSTA (NUCLEO)","Orihuela","03",14914,"L-D: 24H"
"03189","CALLE CLAVO, 1","ORIHUELA - COSTA (NUCLEO)","Orihuela","03",14871,"L-D: 24H"
"03189","CALLE JADE, 1","ORIHUELA - COSTA (NUCLEO)","Orihuela","03",12307,"L-D: 24H"
"03750","CALLE BARRANC DEL MARX, 4","PEDREGUER","Pedreguer","03",13192,"L-D: 24H"
"03750","AUTOPISTA AP-7 (MRG.IZDO.) KM. 613,2","PEDREGUER","Pedreguer","03",3718,"L-D: 24H"
"03750","AUTOPISTA AP-7 (MRG.DCHO.) KM. 613,2","PEDREGUER","Pedreguer","03",3747,"L-D: 24H"
"03780","AVENIDA JOAN CARLES I REI, 2","PEGO","Pego","03",15147,"L-D: 24H"
"03610","AVENIDA DEL MEDITERRANEO, 129","PETRER","Petrer","03",1890,"L-D: 24H"
"03610","AVDA. DEL GUIRNEY, Nº 4","PETRER","Petrer","03",9118,"L-D: 24H"
"03610","CALLE PRESBITERO CONRADO POVEDA, 1","PETRER","Petrer","03",14931,"L-D: 24H"
"03610","AVENIDA MEDITERRANEO, 143","PETRER","Petrer","03",12950,"L-D: 24H"
"03190","CALLE MAYOR, 113","PILAR DE LA HORADADA","Pilar de la Horadada","03",12756,"L-D: 24H"
"03190","AVENIDA DE LA COOPERATIVA, S/N","PILAR DE LA HORADADA","Pilar de la Horadada","03",3392,"L-D: 24H"
"03190","CALLE APIO, 2","PILAR DE LA HORADADA","Pilar de la Horadada","03",15058,"L-D: 24H"
"03191","AVENIDA DEL VELERO - ESQ. COMUNIDAD VALENCIANA, 110","TORRE DE LA HORADADA","Pilar de la Horadada","03",14831,"L-D: 24H"
"03650","CARRETERA DE YECLA KM. 2","PINOSO","Pinoso","03",13949,"L-D: 24H"
"03170","CARRETERA CREVILLENTE-TORREVIEJA KM. 22,8","ROJALES","Rojales","03",3610,"L-D: 24H"
"03170","CALLE CIUDAD DE LA LUZ, 1","ROJALES","Rojales","03",14189,"L-D: 24H"
"03170","AVENIDA JEREZ DE LA FRONTERA, 2","ROJALES","Rojales","03",15065,"L-D: 24H"
"03170","CALLE VIGO, 40","ROJALES","Rojales","03",14325,"L-D: 24H"
"03170","CALLE JOSEFA ANIORTE, 3","ROJALES","Rojales","03",13645,"L-D: 24H"
"03177","CARRETERA NACIONAL 332 KM. 74,6","SAN FULGENCIO","San Fulgencio","03",13115,"L-D: 24H"
"03349","POLIGONO INDUSTRIAL ""LA GRANADINA"", N","SAN ISIDRO","San Isidro","03",11417,"L-D: 24H"
"03349","CALLE ANTONIO MACHADO / FIDEL, POL. IND. LA GRANADINA, S/N","SAN ISIDRO","San Isidro","03",13443,"L-D: 24H"
"03690","CARRETERA SAN VICENTE -ALICANTE KM 3,7 KM. 3,7","SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","San Vicente del Raspeig/Sant Vicent del Raspeig","03",10775,"L-D: 24H"
"03690","CARRER PERU, 12","SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","San Vicente del Raspeig/Sant Vicent del Raspeig","03",14271,"L-D: 24H"
"03690","PARTIDA INMEDIACIONES, 28","SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","San Vicente del Raspeig/Sant Vicent del Raspeig","03",14257,"L-D: 24H"
"03550","CARRETERA N-332 KM. 116,7","SANT JOAN D'ALACANT","Sant Joan d'Alacant","03",13924,"L-D: 24H"
"03550","CALLE DIAGONAL, 15","SANT JOAN D'ALACANT","Sant Joan d'Alacant","03",14542,"L-D: 24H"
"03550","AVENIDA BENIDORM, 23","SANT JOAN D'ALACANT","Sant Joan d'Alacant","03",14267,"L-D: 24H"
"03550","AVENIDA MIGUEL HERNANDEZ, S/N","SANT JOAN D'ALACANT","Sant Joan d'Alacant","03",3679,"L-D: 24H"
"03550","AVENIDA MIGUEL HERNANDEZ, S/N","SANT JOAN D'ALACANT","Sant Joan d'Alacant","03",3678,"L-D: 24H"
"03550","CARRETERA DE VALENCIA KM. 89","SANT JOAN D'ALACANT","Sant Joan d'Alacant","03",1950,"L-D: 24H"
"03130","CR N-332, 93,5","SANTA POLA","Santa Pola","03",3557,"L-D: 24H"
"03130","AVENIDA FINLANDIA, 17","SANTA POLA","Santa Pola","03",12768,"L-D: 24H"
"03130","ZONA PORTUARIA, 35","SANTA POLA","Santa Pola","03",12019,"L-D: 24H"
"03130","CARRETERA SANTA POLA KM. 21","SANTA POLA","Santa Pola","03",14239,"L-D: 24H"
"03130","CARRETERA ELCHE SANTA POLA KM. 34","SANTA POLA","Santa Pola","03",14318,"L-D: 24H"
"03130","CALLE LOS MARINEROS, 1","SANTA POLA","Santa Pola","03",12777,"L-D: 24H"
"03181","AVENIDA ROSA MAZÓN VALERO, SN","TORREVIEJA","Torrevieja","03",13524,"L-D: 24H"
"03180","CALLE VIAL DE RONDA, S/N","TORREVIEJA","Torrevieja","03",1944,"L-D: 24H"
"03180","CARRETERA CREVILLENTE KM. 34,400","TORREVIEJA","Torrevieja","03",1949,"L-D: 24H"
"03180","CARRETERA CTRA CREVILLENTE S/N KM. KM 3","TORREVIEJA","Torrevieja","03",1959,"L-D: 24H"
"03183","CALLE OBENQUE, 1","TORREVIEJA","Torrevieja","03",15153,"L-D: 24H"
"03183","AVENIDA DE LAS CORTES VALENCIANAS, SN","TORREVIEJA","Torrevieja","03",13646,"L-D: 24H"
"03183","AVENIDA DELFINA VIUDES, S/N","TORREVIEJA","Torrevieja","03",15140,"L-D: 24H"
"03184","CALLE AVILES, 4","TORREVIEJA","Torrevieja","03",13413,"L-D: 24H"
"03185","URBANIZACIÓN LA CEÑUELA, SN","TORREVIEJA","Torrevieja","03",11222,"L-D: 24H"
"03185","CALLE CLAUDIO TOLOMEO, 2","TORREVIEJA","Torrevieja","03",13682,"L-D: 24H"
"03770","AVENIDA VALENCIA, 50","VERGER (EL)","Verger (el)","03",8350,"L-D: 24H"
"03570","PARTIDA TORRES NORTE, 31","VILLAJOYOSA / VILA JOIOSA (LA)","Villajoyosa/Vila Joiosa (la)","03",13522,"L-D: 24H"
"03570","AVENIDA AVENIDA PAIS VALENCIA, S.N.","VILLAJOYOSA / VILA JOIOSA (LA)","Villajoyosa/Vila Joiosa (la)","03",3581,"L-D: 24H"
"03570","AUTOPISTA AP-7 (MRG.IZDO.) KM. 655,4","VILLAJOYOSA / VILA JOIOSA (LA)","Villajoyosa/Vila Joiosa (la)","03",3717,"L-D: 24H"
"03570","AUTOPISTA AP-7 (MRG.DCHO.) KM. 655,4","VILLAJOYOSA / VILA JOIOSA (LA)","Villajoyosa/Vila Joiosa (la)","03",3744,"L-D: 24H"
"03570","POLIGONO PP-33, PARCELA 15, S/N","VILLAJOYOSA / VILA JOIOSA (LA)","Villajoyosa/Vila Joiosa (la)","03",14751,"L-D: 24H"
"03570","CALLE MARINERS DE LA VILAJOIOSA, 2","ERMITA (LA)","Villajoyosa/Vila Joiosa (la)","03",12830,"L-D: 24H"
"03400","CARRETERA N-330 KM. 68","VILLENA","Villena","03",9276,"L-D: 24H"
"04770","CARRETERA LA ALQUERIA Nº125 SALIDA AUTOVIA 389 KM. 389","ADRA","Adra","04",11926,"L-D: 24H"
"04770","AUTOVIA A-7 KM. 391","ADRA","Adra","04",12113,"L-D: 24H"
"04779","CALLE BARCELONA, 2","PUENTE DEL RIO","Adra","04",12462,"L-D: 24H"
"04779","AVENIDA LEGION ESPAÑOLA, 2","PUENTE DEL RIO","Adra","04",11826,"L-D: 24H"
"04800","CARRETERA A-334 KM. 72,300","ALBOX","Albox","04",11829,"L-D: 24H"
"04800","CR HUERCAL-OVERA-VILLAC. KM  70,1","ALBOX","Albox","04",6937,"L-D: 24H"
"04001","CARRETERA NIJAR LOS MOLINOS KM. 396","ALMERIA","Almería","04",14598,"L-D: 24H"
"04008","AVENIDA FEDERICO GARCIA LORCA, S/N","ALMERIA","Almería","04",6964,"L-D: 24H"
"04008","CALLE OLULA DEL RIO, 1","ALMERIA","Almería","04",14876,"L-D: 24H"
"04008","AVENIDA MEDITERRANEO, 184","ALMERIA","Almería","04",14879,"L-D: 24H"
"04120","CARRETERA AL-3117 - AL-3110 KM. 0+925","ALMERIA","Almería","04",15129,"L-D: 24H"
"04120","CARRETERA AL-12 KM. 3.6","ALMERIA","Almería","04",12615,"L-D: 24H"
"04009","CALLE CUESTA DE LOS CALLEJONES, 0","ALMERIA","Almería","04",10829,"L-D: 24H"
"04006","CALLE JORGE GUILLEN, S/N","ALMERIA","Almería","04",12812,"L-D: 24H"
"04006","CALLE MONSERRAT, 0","ALMERIA","Almería","04",10433,"L-D: 24H"
"04007","AVENIDA SIERRA ALHAMILLA, 310","ALMERIA","Almería","04",14241,"L-D: 24H"
"04130","AUTOVIA A7 KM. 460,000","ALQUIAN (EL)","Almería","04",12687,"L-D: 24H"
"04150","CARRETERA SAN JOSÉ KM. 0,000","RUESCAS","Almería","04",14026,"L-D: 24H"
"04130","CARRETERA E-15/N-340 KM. 471","RETAMAR","Almería","04",9665,"L-D: 24H"
