"municipio","low_cost","mean(precio_gasoleo_a, na.rm = TRUE)","mean(precio_gasolina_95_e5_premium, na.rm = TRUE)","max(precio_gasoleo_a, na.rm = TRUE)","max(precio_gasolina_95_e5_premium, na.rm = TRUE)","min(precio_gasoleo_a, na.rm = TRUE)","min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Corella",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Corgo (O)",TRUE,1.42566666666667,NA,1.439,-Inf,1.419,Inf
"Coria",FALSE,1.33066666666667,NA,1.369,-Inf,1.258,Inf
"Coria",TRUE,1.394,NA,1.399,-Inf,1.389,Inf
"Coria del Río",FALSE,1.3538,NA,1.379,-Inf,1.329,Inf
"Coripe",TRUE,1.37,NA,1.37,-Inf,1.37,Inf
"Coristanco",FALSE,1.362,NA,1.399,-Inf,1.325,Inf
"Coristanco",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Cornellà de Llobregat",FALSE,1.259,NA,1.369,-Inf,1.184,Inf
"Cornellà de Llobregat",TRUE,1.39471428571429,1.623,1.469,1.623,1.299,1.623
"Cornudella de Montsant",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Coronada (La)",FALSE,1.308,NA,1.308,-Inf,1.308,Inf
"Coronil (El)",FALSE,1.297,NA,1.329,-Inf,1.265,Inf
"Corral de Almaguer",FALSE,1.205,NA,1.205,-Inf,1.205,Inf
"Corral de Almaguer",TRUE,1.44433333333333,NA,1.475,-Inf,1.409,Inf
"Corral de Calatrava",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Corrales",FALSE,1.289,NA,1.319,-Inf,1.259,Inf
"Corrales (Los)",FALSE,1.319,NA,1.319,-Inf,1.319,Inf
"Corrales de Buelna (Los)",FALSE,1.26566666666667,NA,1.299,-Inf,1.239,Inf
"Corrales de Buelna (Los)",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Cortegada",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Cortegana",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Cortes",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Cortes de la Frontera",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Cortes de Pallás",FALSE,1.047,NA,1.047,-Inf,1.047,Inf
"Cortijos (Los)",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Coruña (A)",FALSE,1.3136,NA,1.419,-Inf,1.269,Inf
"Coruña (A)",TRUE,1.40185714285714,1.5965,1.439,1.619,1.309,1.559
"Corvera de Asturias",FALSE,1.332,NA,1.385,-Inf,1.279,Inf
"Corvera de Asturias",TRUE,1.39966666666667,1.544,1.415,1.559,1.385,1.529
"Corvera de Toranzo",TRUE,1.404,NA,1.409,-Inf,1.399,Inf
"Coslada",FALSE,1.369,NA,1.429,-Inf,1.289,Inf
"Coslada",TRUE,1.41922222222222,1.619,1.449,1.619,1.399,1.619
"Cospeito",TRUE,1.419,NA,1.429,-Inf,1.409,Inf
"Cotobade",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Covelo",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Coves de Vinromà (les)",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Coves de Vinromà (les)",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Cox",FALSE,1.384,NA,1.399,-Inf,1.369,Inf
"Cox",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Cózar",FALSE,1.22,NA,1.22,-Inf,1.22,Inf
"Crespos",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Crevillent",FALSE,1.3635,NA,1.419,-Inf,1.277,Inf
"Crevillent",TRUE,1.415,1.579,1.429,1.579,1.389,1.579
"Cuacos de Yuste",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Cuacos de Yuste",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Cualedro",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Cualedro",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Cuarte de Huerva",FALSE,1.32625,NA,1.339,-Inf,1.318,Inf
"Cuarte de Huerva",TRUE,1.375,NA,1.375,-Inf,1.375,Inf
"Cubel",FALSE,0.971,NA,0.971,-Inf,0.971,Inf
"Cubelles",FALSE,1.429,NA,1.439,-Inf,1.419,Inf
"Cubelles",TRUE,1.449,NA,1.469,-Inf,1.389,Inf
"Cubells",FALSE,1.269,NA,1.269,-Inf,1.269,Inf
"Cubillas de Rueda",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Cubillas de Santa Marta",TRUE,1.407,NA,1.407,-Inf,1.407,Inf
"Cubillos del Sil",TRUE,1.434,NA,1.439,-Inf,1.429,Inf
"Cubo de Tierra del Vino (El)",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Cudillero",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Cudillero",TRUE,1.369,NA,1.389,-Inf,1.349,Inf
"Cuéllar",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Cuéllar",TRUE,1.439,NA,1.449,-Inf,1.429,Inf
"Cuenca",FALSE,1.2975,NA,1.399,-Inf,1.243,Inf
"Cuenca",TRUE,1.407,1.5785,1.429,1.579,1.379,1.578
"Cuerva",FALSE,1.205,NA,1.205,-Inf,1.205,Inf
"Cuervo de Sevilla (El)",FALSE,1.28725,NA,1.339,-Inf,1.182,Inf
"Cuervo de Sevilla (El)",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Cuevas Bajas",FALSE,1.326,NA,1.326,-Inf,1.326,Inf
"Cuevas de San Marcos",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Cuevas del Almanzora",FALSE,1.293,NA,1.329,-Inf,1.257,Inf
"Cuevas del Almanzora",TRUE,1.37166666666667,1.519,1.387,1.519,1.359,1.519
"Cuevas del Becerro",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Cuevas del Becerro",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Cuevas del Campo",FALSE,1.26,NA,1.26,-Inf,1.26,Inf
"Cuevas del Campo",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Cúllar",FALSE,1.343,NA,1.399,-Inf,1.269,Inf
"Cúllar",TRUE,1.382,NA,1.385,-Inf,1.379,Inf
"Cúllar Vega",FALSE,1.275,NA,1.275,-Inf,1.275,Inf
"Cullera",FALSE,1.284,NA,1.329,-Inf,1.249,Inf
"Cullera",TRUE,1.331,NA,1.359,-Inf,1.279,Inf
"Culleredo",FALSE,1.334,NA,1.339,-Inf,1.329,Inf
"Culleredo",TRUE,1.4115,NA,1.429,-Inf,1.389,Inf
"Cunit",TRUE,1.459,NA,1.459,-Inf,1.459,Inf
"Cuntis",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Curtis",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Curtis",TRUE,1.382,NA,1.385,-Inf,1.379,Inf
"Cuzcurrita de Río Tirón",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Daganzo de Arriba",FALSE,1.344,NA,1.349,-Inf,1.339,Inf
"Daganzo de Arriba",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Daimiel",FALSE,1.3026,NA,1.389,-Inf,1.267,Inf
"Daimiel",TRUE,1.385,NA,1.399,-Inf,1.369,Inf
"Daimús",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Dalías",FALSE,1.217,NA,1.217,-Inf,1.217,Inf
"Daroca",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Darro",TRUE,1.399,1.599,1.399,1.599,1.399,1.599
"Deba",TRUE,1.404,NA,1.429,-Inf,1.379,Inf
"Deifontes",FALSE,1.228,NA,1.228,-Inf,1.228,Inf
"Deifontes",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Deleitosa",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Deleitosa",TRUE,1.405,NA,1.405,-Inf,1.405,Inf
"Deltebre",FALSE,1.242,NA,1.259,-Inf,1.193,Inf
"Deltebre",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Dénia",FALSE,1.37525,NA,1.389,-Inf,1.348,Inf
"Dénia",TRUE,1.399,1.569,1.419,1.569,1.379,1.569
"Derio",FALSE,1.449,NA,1.449,-Inf,1.449,Inf
"Diezma",TRUE,1.38566666666667,NA,1.389,-Inf,1.379,Inf
"Dodro",TRUE,1.382,NA,1.385,-Inf,1.379,Inf
"Dólar",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Dolores",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Dolores",TRUE,1.384,NA,1.389,-Inf,1.379,Inf
"Don Benito",FALSE,1.34571428571429,NA,1.389,-Inf,1.26,Inf
"Don Benito",TRUE,1.40757142857143,NA,1.429,-Inf,1.389,Inf
"Doneztebe/Santesteban",FALSE,1.314,NA,1.349,-Inf,1.279,Inf
"Doneztebe/Santesteban",TRUE,1.395,1.584,1.395,1.584,1.395,1.584
"Donostia-San Sebastián",FALSE,1.419,NA,1.449,-Inf,1.349,Inf
"Donostia-San Sebastián",TRUE,1.43557142857143,1.61433333333333,1.459,1.629,1.385,1.595
"Doña Mencía",FALSE,1.27,NA,1.27,-Inf,1.27,Inf
"Doña Mencía",TRUE,1.379,1.559,1.379,1.559,1.379,1.559
"Dos Hermanas",FALSE,1.3755,NA,1.419,-Inf,1.319,Inf
"Dos Hermanas",TRUE,1.39225,NA,1.419,-Inf,1.369,Inf
"Dosbarrios",FALSE,1.305,NA,1.305,-Inf,1.305,Inf
"Dosbarrios",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Dosrius",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Dozón",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Dueñas",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Dueñas",TRUE,1.40233333333333,NA,1.409,-Inf,1.399,Inf
"Dumbría",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Durango",FALSE,1.265,NA,1.265,-Inf,1.265,Inf
"Dúrcal",FALSE,1.368,NA,1.368,-Inf,1.368,Inf
"Dúrcal",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Écija",FALSE,1.321125,NA,1.369,-Inf,1.235,Inf
"Écija",TRUE,1.37983333333333,1.609,1.399,1.609,1.369,1.609
"Egüés",FALSE,1.32175,NA,1.429,-Inf,1.24,Inf
"Egüés",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Eibar",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Eivissa",TRUE,1.494,NA,1.499,-Inf,1.469,Inf
"Ejea de los Caballeros",FALSE,1.281,NA,1.326,-Inf,1.235,Inf
"Ejea de los Caballeros",TRUE,1.352,NA,1.359,-Inf,1.345,Inf
"Ejido (El)",FALSE,1.2849696969697,1.40533333333333,1.399,1.433,1.199,1.35
"Ejido (El)",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Elburgo/Burgelu",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Elche de la Sierra",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Elche/Elx",FALSE,1.34844,1.569,1.411,1.569,1.239,1.569
"Elche/Elx",TRUE,1.40605882352941,1.584,1.429,1.599,1.319,1.569
"Elda",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Elda",TRUE,1.3754,1.5715,1.409,1.584,1.33,1.559
"Elgoibar",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Elgoibar",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Eliana (l')",FALSE,1.3086,NA,1.379,-Inf,1.257,Inf
"Eliana (l')",TRUE,1.379,1.569,1.379,1.569,1.379,1.569
"Elorrio",FALSE,1.315,NA,1.315,-Inf,1.315,Inf
"Elorrio",TRUE,1.409,1.609,1.429,1.609,1.389,1.609
"Encinas de Abajo",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Encinas Reales",TRUE,1.28,NA,1.28,-Inf,1.28,Inf
"Encinasola",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Enguera",FALSE,1.254,NA,1.254,-Inf,1.254,Inf
"Enguera",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Entrambasaguas",TRUE,1.43233333333333,NA,1.439,-Inf,1.429,Inf
"Entrimo",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Entrín Bajo",FALSE,1.27,NA,1.27,-Inf,1.27,Inf
"Épila",FALSE,1.292,NA,1.315,-Inf,1.269,Inf
"Épila",TRUE,1.337,1.624,1.379,1.624,1.295,1.624
"Erandio",FALSE,1.45233333333333,NA,1.459,-Inf,1.439,Inf
"Erandio",TRUE,1.394,NA,1.419,-Inf,1.369,Inf
"Erla",FALSE,1.2945,NA,1.359,-Inf,1.23,Inf
"Errenteria",FALSE,1.319,NA,1.319,-Inf,1.319,Inf
"Errenteria",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Erro",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Escacena del Campo",FALSE,1.247,NA,1.247,-Inf,1.247,Inf
"Escala (L')",FALSE,1.324,NA,1.379,-Inf,1.279,Inf
"Escalante",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Escalona",FALSE,1.3115,NA,1.347,-Inf,1.276,Inf
"Escalona",TRUE,1.409,1.583,1.409,1.583,1.409,1.583
"Escalonilla",FALSE,1.317,NA,1.317,-Inf,1.317,Inf
"Escatrón",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Escorca",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Escorial (El)",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Escurial",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Esguevillas de Esgueva",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Eskoriatza",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Eskoriatza",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Esparragalejo",FALSE,1.479,NA,1.479,-Inf,1.479,Inf
"Esparreguera",FALSE,1.3665,NA,1.439,-Inf,1.289,Inf
"Esparreguera",TRUE,1.439,1.589,1.439,1.589,1.439,1.589
"Espartinas",TRUE,1.379,NA,1.389,-Inf,1.369,Inf
"Espeja",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Espejo",FALSE,1.279,NA,1.3,-Inf,1.258,Inf
"Espejo",TRUE,1.3145,NA,1.379,-Inf,1.25,Inf
"Espera",TRUE,1.319,NA,1.319,-Inf,1.319,Inf
"Espiel",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Espinar (El)",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Espinar (El)",TRUE,1.419,NA,1.429,-Inf,1.399,Inf
"Espinosa de Henares",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Espinosa de los Caballeros",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Espinosa de los Monteros",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Espinoso del Rey",FALSE,1.275,NA,1.275,-Inf,1.275,Inf
"Espluga de Francolí (L')",FALSE,1.189,NA,1.189,-Inf,1.189,Inf
"Esplugues de Llobregat",FALSE,1.25866666666667,NA,1.309,-Inf,1.228,Inf
"Esplugues de Llobregat",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Esplús",FALSE,1.198,NA,1.198,-Inf,1.198,Inf
"Esporles",TRUE,1.436,NA,1.436,-Inf,1.436,Inf
"Espot",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Esquivias",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Esquivias",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Estadilla",FALSE,1.294,NA,1.294,-Inf,1.294,Inf
"Estadilla",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Estella/Lizarra",FALSE,1.341625,NA,1.419,-Inf,1.29,Inf
"Estepa",FALSE,1.319,NA,1.329,-Inf,1.309,Inf
"Estepa",TRUE,1.395,NA,1.409,-Inf,1.369,Inf
"Estépar",FALSE,1.364,NA,1.429,-Inf,1.299,Inf
"Estepona",FALSE,1.3665,NA,1.419,-Inf,1.299,Inf
"Estepona",TRUE,1.4065,1.589,1.419,1.599,1.379,1.579
"Esteribar",FALSE,1.365,NA,1.408,-Inf,1.299,Inf
"Esterri d'Àneu",TRUE,1.377,NA,1.377,-Inf,1.377,Inf
"Estivella",FALSE,1.109,NA,1.109,-Inf,1.109,Inf
"Estopiñán del Castillo",TRUE,1.358,NA,1.358,-Inf,1.358,Inf
"Estrada (A)",FALSE,1.3535,NA,1.388,-Inf,1.319,Inf
"Estrada (A)",TRUE,1.40233333333333,NA,1.409,-Inf,1.399,Inf
"Estremera",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Etxalar",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Etxarri-Aranatz",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Etxebarri, Anteiglesia de San Esteban-Etxebarri Doneztebeko",TRUE,1.439,1.609,1.439,1.609,1.439,1.609
"Ezcabarte",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Fabara",FALSE,1.249,NA,1.249,-Inf,1.249,Inf
"Fabero",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Falces",FALSE,1.319,NA,1.319,-Inf,1.319,Inf
"Falset",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Farlete",FALSE,1.275,NA,1.275,-Inf,1.275,Inf
"Fasnia",FALSE,1.094,NA,1.094,-Inf,1.094,Inf
"Fasnia",TRUE,1.0965,NA,1.099,-Inf,1.094,Inf
"Fatarella (La)",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Fayón",FALSE,1.398,NA,1.398,-Inf,1.398,Inf
"Felanitx",FALSE,1.38566666666667,NA,1.419,-Inf,1.319,Inf
"Felanitx",TRUE,1.43533333333333,NA,1.458,-Inf,1.419,Inf
"Fene",FALSE,1.315,NA,1.315,-Inf,1.315,Inf
"Fene",TRUE,1.429,1.589,1.429,1.589,1.429,1.589
"Fermoselle",TRUE,1.35,1.569,1.35,1.569,1.35,1.569
"Fernán-Núñez",FALSE,1.249,NA,1.289,-Inf,1.23,Inf
"Fernán-Núñez",TRUE,1.385,NA,1.385,-Inf,1.385,Inf
"Ferreries",FALSE,1.489,NA,1.489,-Inf,1.489,Inf
"Ferreruela de Huerva",FALSE,1.219,NA,1.219,-Inf,1.219,Inf
"Ferreruela de Huerva",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Ferrol",FALSE,1.368,NA,1.399,-Inf,1.337,Inf
"Ferrol",TRUE,1.395,1.559,1.409,1.559,1.369,1.559
"Figueres",FALSE,1.31042857142857,NA,1.379,-Inf,1.149,Inf
"Figueres",TRUE,1.37471428571429,NA,1.389,-Inf,1.299,Inf
"Fines",FALSE,1.25133333333333,NA,1.269,-Inf,1.226,Inf
"Fines",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Finestrat",FALSE,1.3025,NA,1.369,-Inf,1.245,Inf
"Finestrat",TRUE,1.399,NA,1.409,-Inf,1.389,Inf
"Fiñana",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Firgas",TRUE,1.089,NA,1.089,-Inf,1.089,Inf
"Fisterra",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Fitero",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Flix",FALSE,1.193,NA,1.193,-Inf,1.193,Inf
"Flix",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Fogars de la Selva",TRUE,1.415,1.623,1.415,1.623,1.415,1.623
"Foios",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Fondarella",TRUE,1.404,NA,1.409,-Inf,1.399,Inf
"Fonsagrada (A)",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Font d'En Carròs (la)",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Font de la Figuera (la)",FALSE,1.369,NA,1.409,-Inf,1.329,Inf
"Font de la Figuera (la)",TRUE,1.35566666666667,NA,1.399,-Inf,1.269,Inf
"Fontanar",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Fontanars dels Alforins",FALSE,1.249,NA,1.249,-Inf,1.249,Inf
"Fontanilles",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Fontellas",TRUE,1.40566666666667,NA,1.419,-Inf,1.399,Inf
"Fontioso",TRUE,1.429,NA,1.439,-Inf,1.419,Inf
"Fontiveros",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Fonz",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Forallac",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Forcall",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Forcarei",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Forcarei",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Formentera",TRUE,1.504,NA,1.509,-Inf,1.499,Inf
"Formentera del Segura",FALSE,1.347,1.489,1.405,1.489,1.289,1.489
"Fornells de la Selva",FALSE,1.232,NA,1.232,-Inf,1.232,Inf
"Fortià",TRUE,1.339,NA,1.359,-Inf,1.319,Inf
"Fortuna",FALSE,1.249,NA,1.249,-Inf,1.249,Inf
"Fortuna",TRUE,1.377,NA,1.379,-Inf,1.375,Inf
"Foz",TRUE,1.429,NA,1.439,-Inf,1.419,Inf
"Frades",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Fraga",FALSE,1.37383333333333,NA,1.469,-Inf,1.193,Inf
"Fraga",TRUE,1.40285714285714,NA,1.41,-Inf,1.394,Inf
"Frailes",FALSE,1.3095,NA,1.359,-Inf,1.26,Inf
"Franco (El)",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Frandovínez",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Franqueses del Vallès (Les)",FALSE,1.288,NA,1.369,-Inf,1.236,Inf
"Franqueses del Vallès (Les)",TRUE,1.419,NA,1.449,-Inf,1.389,Inf
"Frasno (El)",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Fregenal de la Sierra",FALSE,1.325,NA,1.325,-Inf,1.325,Inf
"Fregenal de la Sierra",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Freila",TRUE,1.399,1.659,1.399,1.659,1.399,1.659
"Fresno Alhándiga",TRUE,1.398,NA,1.398,-Inf,1.398,Inf
"Fresno de Cantespino",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Fresno de la Vega",FALSE,1.335,NA,1.335,-Inf,1.335,Inf
"Fresno del Río",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Frigiliana",TRUE,1.388,NA,1.388,-Inf,1.388,Inf
"Friol",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Frómista",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Frontera",FALSE,1.352,NA,1.352,-Inf,1.352,Inf
"Fuencaliente",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Fuencaliente de la Palma",FALSE,1.149,NA,1.149,-Inf,1.149,Inf
"Fuendejalón",FALSE,1.25,NA,1.25,-Inf,1.25,Inf
"Fuendejalón",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Fuengirola",FALSE,1.30766666666667,NA,1.419,-Inf,1.187,Inf
"Fuengirola",TRUE,1.404,NA,1.419,-Inf,1.379,Inf
"Fuenlabrada",FALSE,1.3185,NA,1.429,-Inf,1.285,Inf
"Fuenlabrada",TRUE,1.395125,NA,1.429,-Inf,1.329,Inf
"Fuenlabrada de los Montes",FALSE,1.322,NA,1.322,-Inf,1.322,Inf
"Fuenmayor",FALSE,1.375,NA,1.375,-Inf,1.375,Inf
"Fuensalida",FALSE,1.318,NA,1.337,-Inf,1.29,Inf
"Fuensalida",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Fuente-Álamo",FALSE,1.2995,NA,1.339,-Inf,1.26,Inf
"Fuente-Tójar",TRUE,1.299,NA,1.299,-Inf,1.299,Inf
"Fuente Álamo de Murcia",FALSE,1.3194,NA,1.349,-Inf,1.269,Inf
"Fuente Álamo de Murcia",TRUE,1.36766666666667,1.553,1.375,1.553,1.359,1.553
"Fuente de Cantos",TRUE,1.40566666666667,NA,1.419,-Inf,1.379,Inf
"Fuente de Pedro Naharro",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Fuente de Piedra",FALSE,1.325,NA,1.325,-Inf,1.325,Inf
"Fuente de San Esteban (La)",TRUE,1.405,NA,1.405,-Inf,1.405,Inf
"Fuente del Arco",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Fuente del Maestre",FALSE,1.192,NA,1.192,-Inf,1.192,Inf
"Fuente del Maestre",TRUE,1.414,NA,1.419,-Inf,1.409,Inf
"Fuente el Fresno",FALSE,1.319,NA,1.349,-Inf,1.289,Inf
"Fuente el Saz de Jarama",TRUE,1.399,NA,1.429,-Inf,1.359,Inf
"Fuente Obejuna",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Fuente Obejuna",TRUE,1.369,1.509,1.369,1.509,1.369,1.509
"Fuente Palmera",FALSE,1.31233333333333,NA,1.349,-Inf,1.249,Inf
"Fuente Palmera",TRUE,1.369,NA,1.399,-Inf,1.339,Inf
"Fuente Vaqueros",FALSE,1.2885,NA,1.299,-Inf,1.278,Inf
"Fuentealbilla",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Fuentecén",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Fuentepelayo",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Fuenterrobles",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Fuentes Calientes",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Fuentes Claras",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Fuentes de Andalucía",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Fuentes de Andalucía",TRUE,1.35833333333333,NA,1.397,-Inf,1.289,Inf
"Fuentes de Ebro",FALSE,1.28,NA,1.28,-Inf,1.28,Inf
"Fuentes de Ebro",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Fuentes de León",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Fuentes de Nava",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Fuentes de Oñoro",TRUE,1.394,NA,1.409,-Inf,1.389,Inf
"Fuentesaúco",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Fuentesaúco de Fuentidueña",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Fuentespina",TRUE,1.399,1.561,1.399,1.561,1.399,1.561
"Fuentidueña de Tajo",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Fuerte del Rey",FALSE,1.309,NA,1.349,-Inf,1.269,Inf
"Fuliola (La)",FALSE,1.229,NA,1.229,-Inf,1.229,Inf
"Funes",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Fustiñana",FALSE,1.279,NA,1.299,-Inf,1.259,Inf
"Gabias (Las)",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Gádor",TRUE,1.382,NA,1.382,-Inf,1.382,Inf
"Galapagar",FALSE,1.376,NA,1.376,-Inf,1.376,Inf
"Galapagar",TRUE,1.3855,NA,1.409,-Inf,1.369,Inf
"Galar",FALSE,1.2802,NA,1.318,-Inf,1.239,Inf
"Galdakao",FALSE,1.33566666666667,NA,1.449,-Inf,1.279,Inf
"Galdakao",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Gáldar",FALSE,0.992333333333333,NA,1.099,-Inf,0.939,Inf
"Galera",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
